timestamp,source_layer,target_layer,method
2026-06-18,A-BUILDING OUTLINE (N),A-BLDG,static
2026-06-18,E-DIMENSIONS,G-ANNO-DIMS,static
2026-06-18,S-COLUMN,S-CARPORT,static
2026-06-18,SOLAR PV-MODULES LAYOUT,PV-MODS,static
2026-06-18,EV-EV CHARGER EQUIPMENT,EV-EQUIP,static
2026-06-18,E-STAMP,G-ANNO-STAMP,static
2026-06-18,E-NOTES,G-ANNO-TEXT,static
2026-06-18,SOLAR PV-RACKING,PV-RACK,static
2026-06-18,C-PARKING LINES,S-SITE,static
2026-06-18,A-FIRE SETBACK,A-SETB,static
2026-06-18,A-BUILDING OUTLINE SECONDARY,A-BLDG,static
2026-06-18,C-PARCEL LINE - PROPERTY LINE,A-PROP,static
2026-06-18,SOLAR PV-STRINGING,E-STRINGS,static
2026-06-18,EV-EV CHARGER  L2,EV-EQUIP,static
2026-06-18,EV-EV CHARGER  L3,EV-EQUIP,static
2026-06-18,S-FOUNDATION,S-PAD,static
2026-06-18,S-ROOF RAFTER 3,S-ROOF,static
2026-06-18,S-DETAILS,S-DETL,static
2026-06-18,S-ROOF RAFTER 2,S-ROOF,static
2026-06-18,A-DIMENSIONS,G-ANNO-DIMS,static
2026-06-18,S-ROOF RAFTER 1,S-ROOF,static
2026-06-18,A-GROUND,S-SITE,static
2026-06-18,E_Module,PV-MODS,static
2026-06-18,E-PV-DIMENSIONS,G-ANNO-DIMS,static
2026-06-18,TEXT,G-ANNO-TEXT,static
2026-06-18,Dim,G-ANNO-DIMS,static
2026-06-18,E_Unistrut,S-DETL,static
2026-06-18,E_LEGEND,G-ANNO-LGND,static
2026-06-18,E-STRING-LABELS,E-STRINGS,static
2026-06-18,E-ANNO-DIMENSIONS,G-ANNO-DIMS,static
2026-06-18,G-ANNO-VIEWPORT,G-VPORT,static
2026-06-18,G-ANNO-DEFPOINTS,Defpoints,static
2026-06-18,A-BLD OUTLINE,A-BLDG,static
2026-06-18,A-PVMT-MRKG,S-SITE,static
2026-06-18,E-PV-EQUIPMENT NEW,E-EQUIP,static
2026-06-18,E-PV-EQUIPMENT EXISTING,E-EQUIP,static
2026-06-18,A-DOOR,A-BLDG,static
2026-06-18,A-STREET,S-SITE,static
2026-06-18,E-PV-STAMP,G-ANNO-STAMP,static
2026-06-18,1,0,static
2026-06-18,E-PV-SINGLE LINE DIAGRAM,E-SLD,static
2026-06-18,E-SINGLE LINE,E-SLD,static
2026-06-18,E_Single Line,E-SLD,static
2026-06-18,E-PV-SINGLE LINE,E-SLD,static
2026-06-18,E-PV-WORKING CLEARANCE,E-CLEARANCE,static
2026-06-18,unistrut,S-DETL,static
2026-06-18,G_VIEWPORT,G-VPORT,static
2026-06-18,E-ANNO-TEXT,G-ANNO-TEXT,static
2026-06-18,A_TEXT,G-ANNO-TEXT,static
2026-06-18,A_Property Line,A-PROP,static
2026-06-18,A_street axis,S-SITE,static
2026-06-18,A_Building,A-BLDG,static
2026-06-18,A_Bld Outline,A-BLDG,static
2026-06-18,A_Obstructions,A-ROOF-EQUIP,static
2026-06-18,A_Wall,A-WALL,static
2026-06-18,A_Door,A-BLDG,static
2026-06-18,Fence,S-SITE,static
2026-06-18,A_Roof lines,A-ROOF,static
2026-06-18,V-PVMT-ROAD,S-SITE,static
2026-06-18,V-PVMT-MRKG,S-SITE,static
2026-06-18,S_Canopy border,S-CARPORT,static
2026-06-18,E_Equipment Existing,E-EQUIP,static
2026-06-18,S-BEAMS,S-CARPORT,static
2026-06-18,E-EQUIPMENT-N,E-EQUIP,static
2026-06-18,E-PV-CLEARANCE,E-CLEARANCE,static
2026-06-18,S_Columns,S-CARPORT,static
2026-06-18,S_Structure Metal,S-CARPORT,static
2026-06-18,E-PV-EQUIPMENT,E-EQUIP,static
2026-06-18,Text Simplex,G-ANNO-TEXT,static
2026-06-18,Viewport,G-VPORT,static
2026-06-18,E_Dimensions,G-ANNO-DIMS,static
2026-06-18,A_Dimensions,G-ANNO-DIMS,static
2026-06-18,G_Text New,G-ANNO-TEXT,static
2026-06-18,A-PROPERTY LINE,A-PROP,static
2026-06-18,S-ANNO-TEXT,G-ANNO-TEXT,static
2026-06-18,A_Fire access,A-FIRE,static
2026-06-18,E-EQUIPMENT NEW,E-EQUIP,static
2026-06-18,E-WORKING CLEARANCE,E-CLEARANCE,static
2026-06-18,E_Clearance,E-CLEARANCE,static
2026-06-18,TEXT WHITE,G-ANNO-TEXT,static
2026-06-18,G_LAYOUT_TEXT,G-ANNO-STAMP,static
2026-06-18,L-PROP-LINE,A-PROP,static
2026-06-18,6,0,static
2026-06-18,8,0,static
2026-06-18,E-PV-DETAILS,E-DETL,static
2026-06-18,E_Details,E-DETL,static
2026-06-18,G_Text,G-ANNO-TEXT,static
2026-06-18,A-BUILDING,A-BLDG,static
2026-06-18,E_Text,G-ANNO-TEXT,static
2026-06-18,S_Details,S-DETL,static
2026-06-18,S_(E) Purilins SEC,S-ROOF,static
2026-06-18,S_Mount,PV-RACK,static
2026-06-18,E-PV-COLUMNS CARPORT,S-CARPORT,static
2026-06-18,S-COLS,S-CARPORT,static
2026-06-18,E-PV-MODULE,PV-MODS,static
2026-06-18,G_Defpoints,Defpoints,static
2026-06-18,S_Rail,PV-RACK,static
2026-06-18,IR_MOD,PV-MODS,static
2026-06-18,G_White,Purge,static
2026-06-18,PDF_S-CONN,S-DETL,static
2026-06-18,PDF_S-TS,S-DETL,static
2026-06-18,PDF_S-HAT,G-HATCH,static
2026-06-18,PDF_S-DIM,G-ANNO-DIMS,static
2026-06-18,PDF_S-LGS,S-DETL,static
2026-06-18,PDF_S-STL,S-DETL,static
2026-06-18,PDF_S-EX,S-DETL,static
2026-06-18,E_Equiment New,E-EQUIP,static
2026-06-18,E_Equipment New,E-EQUIP,static
2026-06-18,structure,S-CARPORT,static
2026-06-18,Hatch,G-HATCH,static
2026-06-18,Bld Outline,A-BLDG,static
2026-06-18,S-BEAM,S-CARPORT,static
2026-06-18,S-BEAM-HDLN,S-CARPORT,static
2026-06-18,E-PV MODULES,PV-MODS,static
2026-06-18,E_Conduit run,E-CONDUIT,static
2026-06-18,E_Stringing,E-STRINGS,static
2026-06-18,G_Drawing Line,Purge,static
2026-06-18,9,E-SLD,static
2026-06-18,A_Symbols,G-ANNO-TEXT,static
2026-06-18,Truss,S-CARPORT,static
2026-06-18,racking,PV-RACK,static
2026-06-18,PROPERTY_LINES,A-PROP,static
2026-06-18,OBSTRUCTIONS,A-ROOF-EQUIP,static
2026-06-18,SETBACKS,A-SETB,static
2026-06-18,MODULES,PV-MODS,static
2026-06-18,BUILDINGS,A-BLDG,static
2026-06-18,IMG,G-REFS,static
2026-06-18,ARRAY LABEL,G-ARRAY-NUMS,static
2026-06-18,PDF2_Geometry,S-CARPORT,static
2026-06-18,PDF2_Solid Fills,G-HATCH,static
2026-06-18,PDF2_Text,G-ANNO-TEXT,static
2026-06-18,PDF3_Layer 1_5,S-CARPORT,static
2026-06-18,PDF4_Geometry,PV-RACK,static
2026-06-18,PDF4_Solid Fills,S-CARPORT,static
2026-06-18,A-SIDE ROADS,S-SITE,static
2026-06-18,E-PV-COND,E-CONDUIT-AC,static
2026-06-18,9,E-SLD,static
2026-06-18,E-CONDUIT,E-CONDUIT-AC,static
2026-06-18,A-WALL,S-SITE,static
2026-06-18,E-STRINGING,E-STRINGS,static
2026-06-18,G_Text,G-ANNO-TEXT,static
2026-06-18,S-ROOF FRAMING (E),S-ROOF,static
2026-06-18,E-ANNO-TEXT,G-ANNO-TEXT,static
2026-06-18,E-EQUIPMENT,E-EQUIP,static
2026-06-18,PDF2_Geometry,S-CARPORT,static
2026-06-18,PDF2_Solid Fills,G-HATCH,static
2026-06-18,PDF2_Text,G-ANNO-TEXT,static
2026-06-18,Visible (ANSI),PV-RACK,hard
2026-06-18,Layer1,PV-RACK,hard
2026-06-18,Dimension (ANSI),G-ANNO-DIMS,hard
2026-06-18,Visible Narrow (ANSI),PV-RACK,hard
2026-06-18,Hatch (ANSI),G-HATCH,hard
2026-06-18,Sketch Geometry (ANSI),PV-RACK,hard
2026-06-18,Symbol (ANSI),PV-RACK,hard
2026-06-18,Layer2,PV-RACK,soft
